video_id,category,video_length,raw_video_file_length,text_mrr,video_mrr,mrr_delta,text_temporal_ndcg,video_temporal_ndcg,t_ndcg_delta,text_cos_sim,video_cos_sim,text_cos_sim_residual,video_cos_sim_residual,apcs_surprisal_nll,apcs_perplexity,video_surprisal_var,video_surprisal_avg,video_surprisal_max
Primitive-Technology_3-clip-1,Survival,60,64,0.36906331372549017,0.27824123801518497,0.0908220757103052,0.7828970285980986,0.6552422538621843,0.12765477473591436,0.28772824786324785,0.6747825841108958,0.06312760256410256,0.38662832727034885,1.1157877604166666,3.669902290900548,0.0322386771440506,0.2100217640399933,0.7916725277900696
Primitive-Technology_5-clip-0,Survival,60,70,0.36126890196078437,0.28546648424559523,0.07580241771518914,0.7872715710085448,0.6691941133714057,0.11807745763713917,0.2575159423076923,0.7311365480224291,0.11046388034188034,0.3672155160456896,1.08837890625,3.5795911411444346,0.012709598988294601,0.12214601784944534,0.5608025789260864
Primitive-Technology_6-clip-3,Survival,60,61,0.3549472941176471,0.26159774436038863,0.09334954975725845,0.7767688354615512,0.6448472801752941,0.13192155528625704,0.25808085256410257,0.7803553367654482,0.0490528547008547,0.5281825543691715,1.1953857421875,3.7751443485418954,0.012317497283220291,0.1383831650018692,0.47788000106811523
Primitive-Technology_7-clip-4,Survival,60,66,0.36736096078431374,0.2841545150751008,0.08320644570921293,0.7745830750063243,0.671177872787082,0.10340520221924232,0.2778634038461539,0.816234456996123,0.04535036965811966,0.6103692265848318,0.8875528971354166,2.758858342965444,0.013641593977808952,0.14080415666103363,0.6072044968605042
RealAgriculture_9-clip-1,Farming,60,82,0.4511186666666667,0.2745669064620873,0.1765517602045794,0.78297194484218,0.6600836122313742,0.12288833261080578,0.18678740811965813,0.8482618580261866,0.08072310897435897,0.39640763264227036,0.6885706583658854,2.4964716653029124,0.004411867819726467,0.05393265560269356,0.5031176209449768
Sandboxx_0-clip-4,Military,60,72,0.49961258823529414,0.2843470844791492,0.21526550375614495,0.7733757414924594,0.6645371756448403,0.10883856584761908,0.2335044294871795,0.5906008581320444,0.06516086538461538,0.35950557608157396,0.4443820397059123,2.173702617486318,0.04758801311254501,0.1667756736278534,0.794367253780365
Sandboxx_7-clip-0,Military,60,61,0.33778852941176474,0.26614984465818997,0.07163868475357477,0.7696171839416955,0.6449860868695412,0.12463109707215436,0.21460792307692306,0.512965874436001,0.031536841880341886,0.3052855121204629,1.2352213541666666,3.9551575581232705,0.06978878378868103,0.275668203830719,1.0727720260620117
Sandboxx_9-clip-4,Military,60,64,0.36948629411764705,0.27824123801518497,0.09124505610246209,0.7926277737716724,0.6548536039168399,0.13777416985483248,0.2797172905982906,0.554872194925944,0.035622820512820515,0.17847668829684452,1.211865234375,3.8716620365778605,0.05546755716204643,0.3468894958496094,0.8959597945213318
Survival-Instinct_11-clip-10,Survival,60,64,0.3488135882352941,0.27824123801518497,0.07057235022010916,0.7734571791327027,0.6545885653170526,0.11886861381565017,0.20913189957264958,0.7885239471991857,-0.0032560854700854703,0.2841206065689524,1.2961181640625,3.883859896659851,0.008921178057789803,0.1199251189827919,0.43207013607025146
Survival-Instinct_2-clip-1,Survival,60,61,0.35472415686274505,0.26159774436038863,0.09312641250235643,0.7856264950701263,0.6429928675664603,0.14263362750366593,0.26968115811965815,0.8133692642052969,0.05109882478632478,0.5530007320145766,1.0689615885416666,3.3384096225102744,0.017136136069893837,0.15033291280269623,0.5615721940994263
